Grid Name,"Min Latitude, Min Longitude","Max Latitude, Max Longitude"
UIDCBAD,"(37.43509615384616, 126.66346153846155)","(37.44350961538462, 126.67307692307693)"
UIDCBAB,"(37.44350961538462, 126.66346153846155)","(37.45192307692308, 126.67307692307693)"
UIDCBDC,"(37.41826923076923, 126.67307692307693)","(37.42668269230769, 126.68269230769232)"
UIDCBDA,"(37.42668269230769, 126.67307692307693)","(37.43509615384616, 126.68269230769232)"
UIDCBDD,"(37.41826923076923, 126.68269230769232)","(37.42668269230769, 126.6923076923077)"
UIDCBDB,"(37.42668269230769, 126.68269230769232)","(37.43509615384616, 126.6923076923077)"
UIDCBBC,"(37.43509615384616, 126.67307692307693)","(37.44350961538462, 126.68269230769232)"
UIDCBBA,"(37.44350961538462, 126.67307692307693)","(37.45192307692308, 126.68269230769232)"
UIDCBBD,"(37.43509615384616, 126.68269230769232)","(37.44350961538462, 126.6923076923077)"
UIDCBBB,"(37.44350961538462, 126.68269230769232)","(37.45192307692308, 126.6923076923077)"
UIDACCC,"(37.45192307692308, 126.61538461538461)","(37.46033653846154, 126.625)"
UIDACCA,"(37.46033653846154, 126.61538461538461)","(37.46875, 126.625)"
UIDACCD,"(37.45192307692308, 126.625)","(37.46033653846154, 126.63461538461539)"
UIDACCB,"(37.46033653846154, 126.625)","(37.46875, 126.63461538461539)"
UIDACAC,"(37.46875, 126.61538461538461)","(37.47716346153847, 126.625)"
UIDACAA,"(37.47716346153847, 126.61538461538461)","(37.48557692307693, 126.625)"
UIDACAD,"(37.46875, 126.625)","(37.47716346153847, 126.63461538461539)"
UIDACAB,"(37.47716346153847, 126.625)","(37.48557692307693, 126.63461538461539)"
UIDACBC,"(37.46875, 126.63461538461539)","(37.47716346153847, 126.64423076923077)"
UIDACBA,"(37.47716346153847, 126.63461538461539)","(37.48557692307693, 126.64423076923077)"
UIDACBD,"(37.46875, 126.64423076923077)","(37.47716346153847, 126.65384615384616)"
UIDACBB,"(37.47716346153847, 126.64423076923077)","(37.48557692307693, 126.65384615384616)"
UIDAAAC,"(37.502403846153854, 126.61538461538461)","(37.510817307692314, 126.625)"
UIDAAAA,"(37.510817307692314, 126.61538461538461)","(37.519230769230774, 126.625)"
UIDAAAD,"(37.502403846153854, 126.625)","(37.510817307692314, 126.63461538461539)"
UIDAAAB,"(37.510817307692314, 126.625)","(37.519230769230774, 126.63461538461539)"
UIDAADC,"(37.48557692307693, 126.63461538461539)","(37.49399038461539, 126.64423076923077)"
UIDAADA,"(37.49399038461539, 126.63461538461539)","(37.502403846153854, 126.64423076923077)"
UIDAADD,"(37.48557692307693, 126.64423076923077)","(37.49399038461539, 126.65384615384616)"
UIDAADB,"(37.49399038461539, 126.64423076923077)","(37.502403846153854, 126.65384615384616)"
UIDAABC,"(37.502403846153854, 126.63461538461539)","(37.510817307692314, 126.64423076923077)"
UIDAABA,"(37.510817307692314, 126.63461538461539)","(37.519230769230774, 126.64423076923077)"
UIDAABD,"(37.502403846153854, 126.64423076923077)","(37.510817307692314, 126.65384615384616)"
UIDAABB,"(37.510817307692314, 126.64423076923077)","(37.519230769230774, 126.65384615384616)"
UIDADAC,"(37.46875, 126.65384615384616)","(37.47716346153847, 126.66346153846155)"
UIDADAA,"(37.47716346153847, 126.65384615384616)","(37.48557692307693, 126.66346153846155)"
UIDADAD,"(37.46875, 126.66346153846155)","(37.47716346153847, 126.67307692307693)"
UIDADAB,"(37.47716346153847, 126.66346153846155)","(37.48557692307693, 126.67307692307693)"
UIDADBC,"(37.46875, 126.67307692307693)","(37.47716346153847, 126.68269230769232)"
UIDADBA,"(37.47716346153847, 126.67307692307693)","(37.48557692307693, 126.68269230769232)"
UIDADBD,"(37.46875, 126.68269230769232)","(37.47716346153847, 126.6923076923077)"
UIDADBB,"(37.47716346153847, 126.68269230769232)","(37.48557692307693, 126.6923076923077)"
UIDABCC,"(37.48557692307693, 126.65384615384616)","(37.49399038461539, 126.66346153846155)"
UIDABCA,"(37.49399038461539, 126.65384615384616)","(37.502403846153854, 126.66346153846155)"
UIDABCD,"(37.48557692307693, 126.66346153846155)","(37.49399038461539, 126.67307692307693)"
UIDABCB,"(37.49399038461539, 126.66346153846155)","(37.502403846153854, 126.67307692307693)"
UIDABAC,"(37.502403846153854, 126.65384615384616)","(37.510817307692314, 126.66346153846155)"
UIDABAA,"(37.510817307692314, 126.65384615384616)","(37.519230769230774, 126.66346153846155)"
UIDABAD,"(37.502403846153854, 126.66346153846155)","(37.510817307692314, 126.67307692307693)"
UIDABAB,"(37.510817307692314, 126.66346153846155)","(37.519230769230774, 126.67307692307693)"
UIDABDC,"(37.48557692307693, 126.67307692307693)","(37.49399038461539, 126.68269230769232)"
UIDABDA,"(37.49399038461539, 126.67307692307693)","(37.502403846153854, 126.68269230769232)"
UIDABDD,"(37.48557692307693, 126.68269230769232)","(37.49399038461539, 126.6923076923077)"
UIDABDB,"(37.49399038461539, 126.68269230769232)","(37.502403846153854, 126.6923076923077)"
UIDABBC,"(37.502403846153854, 126.67307692307693)","(37.510817307692314, 126.68269230769232)"
UIDABBA,"(37.510817307692314, 126.67307692307693)","(37.519230769230774, 126.68269230769232)"
UIDABBD,"(37.502403846153854, 126.68269230769232)","(37.510817307692314, 126.6923076923077)"
UIDABBB,"(37.510817307692314, 126.68269230769232)","(37.519230769230774, 126.6923076923077)"
UIDDCCC,"(37.38461538461539, 126.6923076923077)","(37.39302884615385, 126.70192307692307)"
UIDDCCA,"(37.39302884615385, 126.6923076923077)","(37.40144230769231, 126.70192307692307)"
UIDDCCD,"(37.38461538461539, 126.70192307692307)","(37.39302884615385, 126.71153846153845)"
UIDDCCB,"(37.39302884615385, 126.70192307692307)","(37.40144230769231, 126.71153846153845)"
UIDDACC,"(37.41826923076923, 126.6923076923077)","(37.42668269230769, 126.70192307692307)"
UIDDACA,"(37.42668269230769, 126.6923076923077)","(37.43509615384616, 126.70192307692307)"
UIDDACD,"(37.41826923076923, 126.70192307692307)","(37.42668269230769, 126.71153846153845)"
UIDDACB,"(37.42668269230769, 126.70192307692307)","(37.43509615384616, 126.71153846153845)"
UIDDADC,"(37.41826923076923, 126.71153846153845)","(37.42668269230769, 126.72115384615384)"
UIDDADA,"(37.42668269230769, 126.71153846153845)","(37.43509615384616, 126.72115384615384)"
UIDDADD,"(37.41826923076923, 126.72115384615384)","(37.42668269230769, 126.73076923076923)"
UIDDADB,"(37.42668269230769, 126.72115384615384)","(37.43509615384616, 126.73076923076923)"
UIDDDCC,"(37.38461538461539, 126.73076923076923)","(37.39302884615385, 126.74038461538461)"
UIDDDCA,"(37.39302884615385, 126.73076923076923)","(37.40144230769231, 126.74038461538461)"
UIDDDCD,"(37.38461538461539, 126.74038461538461)","(37.39302884615385, 126.75)"
UIDDDCB,"(37.39302884615385, 126.74038461538461)","(37.40144230769231, 126.75)"
UIDDDAC,"(37.40144230769231, 126.73076923076923)","(37.409855769230774, 126.74038461538461)"
UIDDDAA,"(37.409855769230774, 126.73076923076923)","(37.41826923076923, 126.74038461538461)"
UIDDDAD,"(37.40144230769231, 126.74038461538461)","(37.409855769230774, 126.75)"
UIDDDAB,"(37.409855769230774, 126.74038461538461)","(37.41826923076923, 126.75)"
UIDDDDC,"(37.38461538461539, 126.75)","(37.39302884615385, 126.75961538461539)"
UIDDDDA,"(37.39302884615385, 126.75)","(37.40144230769231, 126.75961538461539)"
UIDDDDD,"(37.38461538461539, 126.75961538461539)","(37.39302884615385, 126.76923076923077)"
UIDDDDB,"(37.39302884615385, 126.75961538461539)","(37.40144230769231, 126.76923076923077)"
UIDDBCC,"(37.41826923076923, 126.73076923076923)","(37.42668269230769, 126.74038461538461)"
UIDDBCA,"(37.42668269230769, 126.73076923076923)","(37.43509615384616, 126.74038461538461)"
UIDDBCD,"(37.41826923076923, 126.74038461538461)","(37.42668269230769, 126.75)"
UIDDBCB,"(37.42668269230769, 126.74038461538461)","(37.43509615384616, 126.75)"
UIBCCCC,"(37.519230769230774, 126.61538461538461)","(37.52764423076923, 126.625)"
UIBCCCA,"(37.52764423076923, 126.61538461538461)","(37.53605769230769, 126.625)"
UIBCCCD,"(37.519230769230774, 126.625)","(37.52764423076923, 126.63461538461539)"
UIBCCCB,"(37.52764423076923, 126.625)","(37.53605769230769, 126.63461538461539)"
UIBCCAC,"(37.53605769230769, 126.61538461538461)","(37.54447115384616, 126.625)"
UIBCCAA,"(37.54447115384616, 126.61538461538461)","(37.55288461538462, 126.625)"
UIBCCAD,"(37.53605769230769, 126.625)","(37.54447115384616, 126.63461538461539)"
UIBCCAB,"(37.54447115384616, 126.625)","(37.55288461538462, 126.63461538461539)"
UIBCCDC,"(37.519230769230774, 126.63461538461539)","(37.52764423076923, 126.64423076923077)"
UIBCCDA,"(37.52764423076923, 126.63461538461539)","(37.53605769230769, 126.64423076923077)"
UIBCCDD,"(37.519230769230774, 126.64423076923077)","(37.52764423076923, 126.65384615384616)"
UIBCCDB,"(37.52764423076923, 126.64423076923077)","(37.53605769230769, 126.65384615384616)"
UIBCCBC,"(37.53605769230769, 126.63461538461539)","(37.54447115384616, 126.64423076923077)"
UIBCCBA,"(37.54447115384616, 126.63461538461539)","(37.55288461538462, 126.64423076923077)"
UIBCCBD,"(37.53605769230769, 126.64423076923077)","(37.54447115384616, 126.65384615384616)"
UIBCCBB,"(37.54447115384616, 126.64423076923077)","(37.55288461538462, 126.65384615384616)"
UIBCACC,"(37.55288461538462, 126.61538461538461)","(37.56129807692308, 126.625)"
UIBCACA,"(37.56129807692308, 126.61538461538461)","(37.56971153846155, 126.625)"
UIBCACD,"(37.55288461538462, 126.625)","(37.56129807692308, 126.63461538461539)"
UIBCACB,"(37.56129807692308, 126.625)","(37.56971153846155, 126.63461538461539)"
UIBCADC,"(37.55288461538462, 126.63461538461539)","(37.56129807692308, 126.64423076923077)"
UIBCADA,"(37.56129807692308, 126.63461538461539)","(37.56971153846155, 126.64423076923077)"
UIBCADD,"(37.55288461538462, 126.64423076923077)","(37.56129807692308, 126.65384615384616)"
UIBCADB,"(37.56129807692308, 126.64423076923077)","(37.56971153846155, 126.65384615384616)"
UIBCABC,"(37.56971153846155, 126.63461538461539)","(37.57812500000001, 126.64423076923077)"
UIBCABA,"(37.57812500000001, 126.63461538461539)","(37.58653846153847, 126.64423076923077)"
UIBCABD,"(37.56971153846155, 126.64423076923077)","(37.57812500000001, 126.65384615384616)"
UIBCABB,"(37.57812500000001, 126.64423076923077)","(37.58653846153847, 126.65384615384616)"
UIBCDCC,"(37.519230769230774, 126.65384615384616)","(37.52764423076923, 126.66346153846155)"
UIBCDCA,"(37.52764423076923, 126.65384615384616)","(37.53605769230769, 126.66346153846155)"
UIBCDCD,"(37.519230769230774, 126.66346153846155)","(37.52764423076923, 126.67307692307693)"
UIBCDCB,"(37.52764423076923, 126.66346153846155)","(37.53605769230769, 126.67307692307693)"
UIBCDAC,"(37.53605769230769, 126.65384615384616)","(37.54447115384616, 126.66346153846155)"
UIBCDAA,"(37.54447115384616, 126.65384615384616)","(37.55288461538462, 126.66346153846155)"
UIBCDAD,"(37.53605769230769, 126.66346153846155)","(37.54447115384616, 126.67307692307693)"
UIBCDAB,"(37.54447115384616, 126.66346153846155)","(37.55288461538462, 126.67307692307693)"
UIBCDDC,"(37.519230769230774, 126.67307692307693)","(37.52764423076923, 126.68269230769232)"
UIBCDDA,"(37.52764423076923, 126.67307692307693)","(37.53605769230769, 126.68269230769232)"
UIBCDDD,"(37.519230769230774, 126.68269230769232)","(37.52764423076923, 126.6923076923077)"
UIBCDDB,"(37.52764423076923, 126.68269230769232)","(37.53605769230769, 126.6923076923077)"
UIBCDBC,"(37.53605769230769, 126.67307692307693)","(37.54447115384616, 126.68269230769232)"
UIBCDBA,"(37.54447115384616, 126.67307692307693)","(37.55288461538462, 126.68269230769232)"
UIBCDBD,"(37.53605769230769, 126.68269230769232)","(37.54447115384616, 126.6923076923077)"
UIBCDBB,"(37.54447115384616, 126.68269230769232)","(37.55288461538462, 126.6923076923077)"
UIBCBCC,"(37.55288461538462, 126.65384615384616)","(37.56129807692308, 126.66346153846155)"
UIBCBCA,"(37.56129807692308, 126.65384615384616)","(37.56971153846155, 126.66346153846155)"
UIBCBCD,"(37.55288461538462, 126.66346153846155)","(37.56129807692308, 126.67307692307693)"
UIBCBCB,"(37.56129807692308, 126.66346153846155)","(37.56971153846155, 126.67307692307693)"
UIBCBAC,"(37.56971153846155, 126.65384615384616)","(37.57812500000001, 126.66346153846155)"
UIBCBAA,"(37.57812500000001, 126.65384615384616)","(37.58653846153847, 126.66346153846155)"
UIBCBAD,"(37.56971153846155, 126.66346153846155)","(37.57812500000001, 126.67307692307693)"
UIBCBAB,"(37.57812500000001, 126.66346153846155)","(37.58653846153847, 126.67307692307693)"
UIBCBDC,"(37.55288461538462, 126.67307692307693)","(37.56129807692308, 126.68269230769232)"
UIBCBDA,"(37.56129807692308, 126.67307692307693)","(37.56971153846155, 126.68269230769232)"
UIBCBDD,"(37.55288461538462, 126.68269230769232)","(37.56129807692308, 126.6923076923077)"
UIBCBDB,"(37.56129807692308, 126.68269230769232)","(37.56971153846155, 126.6923076923077)"
UIBCBBC,"(37.56971153846155, 126.67307692307693)","(37.57812500000001, 126.68269230769232)"
UIBCBBA,"(37.57812500000001, 126.67307692307693)","(37.58653846153847, 126.68269230769232)"
UIBCBBD,"(37.56971153846155, 126.68269230769232)","(37.57812500000001, 126.6923076923077)"
UIBCBBB,"(37.57812500000001, 126.68269230769232)","(37.58653846153847, 126.6923076923077)"
UIBADDC,"(37.58653846153847, 126.67307692307693)","(37.59495192307693, 126.68269230769232)"
UIBADDA,"(37.59495192307693, 126.67307692307693)","(37.60336538461539, 126.68269230769232)"
UIBADDD,"(37.58653846153847, 126.68269230769232)","(37.59495192307693, 126.6923076923077)"
UIBADDB,"(37.59495192307693, 126.68269230769232)","(37.60336538461539, 126.6923076923077)"
UIBDCAC,"(37.53605769230769, 126.6923076923077)","(37.54447115384616, 126.70192307692307)"
UIBDCAA,"(37.54447115384616, 126.6923076923077)","(37.55288461538462, 126.70192307692307)"
UIBDCAD,"(37.53605769230769, 126.70192307692307)","(37.54447115384616, 126.71153846153845)"
UIBDCAB,"(37.54447115384616, 126.70192307692307)","(37.55288461538462, 126.71153846153845)"
UIBDCBC,"(37.53605769230769, 126.71153846153845)","(37.54447115384616, 126.72115384615384)"
UIBDCBA,"(37.54447115384616, 126.71153846153845)","(37.55288461538462, 126.72115384615384)"
UIBDCBD,"(37.53605769230769, 126.72115384615384)","(37.54447115384616, 126.73076923076923)"
UIBDCBB,"(37.54447115384616, 126.72115384615384)","(37.55288461538462, 126.73076923076923)"
UIBDAAC,"(37.56971153846155, 126.6923076923077)","(37.57812500000001, 126.70192307692307)"
UIBDAAA,"(37.57812500000001, 126.6923076923077)","(37.58653846153847, 126.70192307692307)"
UIBDAAD,"(37.56971153846155, 126.70192307692307)","(37.57812500000001, 126.71153846153845)"
UIBDAAB,"(37.57812500000001, 126.70192307692307)","(37.58653846153847, 126.71153846153845)"
UIBDABC,"(37.56971153846155, 126.71153846153845)","(37.57812500000001, 126.72115384615384)"
UIBDABA,"(37.57812500000001, 126.71153846153845)","(37.58653846153847, 126.72115384615384)"
UIBDABD,"(37.56971153846155, 126.72115384615384)","(37.57812500000001, 126.73076923076923)"
UIBDABB,"(37.57812500000001, 126.72115384615384)","(37.58653846153847, 126.73076923076923)"
UIBDDAC,"(37.53605769230769, 126.73076923076923)","(37.54447115384616, 126.74038461538461)"
UIBDDAA,"(37.54447115384616, 126.73076923076923)","(37.55288461538462, 126.74038461538461)"
UIBDDAD,"(37.53605769230769, 126.74038461538461)","(37.54447115384616, 126.75)"
UIBDDAB,"(37.54447115384616, 126.74038461538461)","(37.55288461538462, 126.75)"
UIBDBAC,"(37.56971153846155, 126.73076923076923)","(37.57812500000001, 126.74038461538461)"
UIBDBAA,"(37.57812500000001, 126.73076923076923)","(37.58653846153847, 126.74038461538461)"
UIBDBAD,"(37.56971153846155, 126.74038461538461)","(37.57812500000001, 126.75)"
UIBDBAB,"(37.57812500000001, 126.74038461538461)","(37.58653846153847, 126.75)"
UIBDBBC,"(37.56971153846155, 126.75)","(37.57812500000001, 126.75961538461539)"
UIBDBBA,"(37.57812500000001, 126.75)","(37.58653846153847, 126.75961538461539)"
UIBDBBD,"(37.56971153846155, 126.75961538461539)","(37.57812500000001, 126.76923076923077)"
UIBDBBB,"(37.57812500000001, 126.75961538461539)","(37.58653846153847, 126.76923076923077)"
UJACAAC,"(37.56971153846155, 126.76923076923077)","(37.57812500000001, 126.77884615384616)"
UJACAAA,"(37.57812500000001, 126.76923076923077)","(37.58653846153847, 126.77884615384616)"
UJACAAD,"(37.56971153846155, 126.77884615384616)","(37.57812500000001, 126.78846153846155)"
UJACAAB,"(37.57812500000001, 126.77884615384616)","(37.58653846153847, 126.78846153846155)"
UJACABC,"(37.56971153846155, 126.78846153846155)","(37.57812500000001, 126.79807692307693)"
UJACABA,"(37.57812500000001, 126.78846153846155)","(37.58653846153847, 126.79807692307693)"
UJACABD,"(37.56971153846155, 126.79807692307693)","(37.57812500000001, 126.80769230769232)"
UJACABB,"(37.57812500000001, 126.79807692307693)","(37.58653846153847, 126.80769230769232)"
UJACBAC,"(37.56971153846155, 126.80769230769232)","(37.57812500000001, 126.81730769230771)"
UJACBAA,"(37.57812500000001, 126.80769230769232)","(37.58653846153847, 126.81730769230771)"
UJACBAD,"(37.56971153846155, 126.81730769230771)","(37.57812500000001, 126.8269230769231)"
UJACBAB,"(37.57812500000001, 126.81730769230771)","(37.58653846153847, 126.8269230769231)"
UJAADCC,"(37.58653846153847, 126.80769230769232)","(37.59495192307693, 126.81730769230771)"
UJAADCA,"(37.59495192307693, 126.80769230769232)","(37.60336538461539, 126.81730769230771)"
UJAADCD,"(37.58653846153847, 126.81730769230771)","(37.59495192307693, 126.8269230769231)"
UJAADCB,"(37.59495192307693, 126.81730769230771)","(37.60336538461539, 126.8269230769231)"
UJAADDC,"(37.58653846153847, 126.8269230769231)","(37.59495192307693, 126.83653846153848)"
UJAADDA,"(37.59495192307693, 126.8269230769231)","(37.60336538461539, 126.83653846153848)"
UJAADDD,"(37.58653846153847, 126.83653846153848)","(37.59495192307693, 126.84615384615385)"
UJAADDB,"(37.59495192307693, 126.83653846153848)","(37.60336538461539, 126.84615384615385)"
UJAADBC,"(37.60336538461539, 126.8269230769231)","(37.61177884615385, 126.83653846153848)"
UJAADBA,"(37.61177884615385, 126.8269230769231)","(37.62019230769231, 126.83653846153848)"
UJAADBD,"(37.60336538461539, 126.83653846153848)","(37.61177884615385, 126.84615384615385)"
UJAADBB,"(37.61177884615385, 126.83653846153848)","(37.62019230769231, 126.84615384615385)"
UJAABBC,"(37.637019230769226, 126.8269230769231)","(37.64543269230769, 126.83653846153848)"
UJAABBA,"(37.64543269230769, 126.8269230769231)","(37.65384615384615, 126.83653846153848)"
UJAABBD,"(37.637019230769226, 126.83653846153848)","(37.64543269230769, 126.84615384615385)"
UJAABBB,"(37.64543269230769, 126.83653846153848)","(37.65384615384615, 126.84615384615385)"
UJABCAC,"(37.60336538461539, 126.84615384615385)","(37.61177884615385, 126.85576923076923)"
UJABCAA,"(37.61177884615385, 126.84615384615385)","(37.62019230769231, 126.85576923076923)"
UJABCAD,"(37.60336538461539, 126.85576923076923)","(37.61177884615385, 126.86538461538461)"
UJABCAB,"(37.61177884615385, 126.85576923076923)","(37.62019230769231, 126.86538461538461)"
UJABACC,"(37.62019230769231, 126.84615384615385)","(37.62860576923077, 126.85576923076923)"
UJABACA,"(37.62860576923077, 126.84615384615385)","(37.637019230769226, 126.85576923076923)"
UJABACD,"(37.62019230769231, 126.85576923076923)","(37.62860576923077, 126.86538461538461)"
UJABACB,"(37.62860576923077, 126.85576923076923)","(37.637019230769226, 126.86538461538461)"
UJABAAC,"(37.637019230769226, 126.84615384615385)","(37.64543269230769, 126.85576923076923)"
UJABAAA,"(37.64543269230769, 126.84615384615385)","(37.65384615384615, 126.85576923076923)"
UJABAAD,"(37.637019230769226, 126.85576923076923)","(37.64543269230769, 126.86538461538461)"
UJABAAB,"(37.64543269230769, 126.85576923076923)","(37.65384615384615, 126.86538461538461)"
UJABBAC,"(37.637019230769226, 126.88461538461539)","(37.64543269230769, 126.89423076923077)"
UJABBAA,"(37.64543269230769, 126.88461538461539)","(37.65384615384615, 126.89423076923077)"
UJABBAD,"(37.637019230769226, 126.89423076923077)","(37.64543269230769, 126.90384615384616)"
UJABBAB,"(37.64543269230769, 126.89423076923077)","(37.65384615384615, 126.90384615384616)"
UJDBAAC,"(37.502403846153854, 127.0)","(37.510817307692314, 127.00961538461539)"
UJDBAAA,"(37.510817307692314, 127.0)","(37.519230769230774, 127.00961538461539)"
UJDBAAD,"(37.502403846153854, 127.00961538461539)","(37.510817307692314, 127.01923076923077)"
UJDBAAB,"(37.510817307692314, 127.00961538461539)","(37.519230769230774, 127.01923076923077)"
UJBCBBC,"(37.56971153846155, 126.98076923076923)","(37.57812500000001, 126.99038461538461)"
UJBCBBA,"(37.57812500000001, 126.98076923076923)","(37.58653846153847, 126.99038461538461)"
UJBCBBD,"(37.56971153846155, 126.99038461538461)","(37.57812500000001, 127.0)"
UJBCBBB,"(37.57812500000001, 126.99038461538461)","(37.58653846153847, 127.0)"
UJBADDC,"(37.58653846153847, 126.98076923076923)","(37.59495192307693, 126.99038461538461)"
UJBADDA,"(37.59495192307693, 126.98076923076923)","(37.60336538461539, 126.99038461538461)"
UJBADDD,"(37.58653846153847, 126.99038461538461)","(37.59495192307693, 127.0)"
UJBADDB,"(37.59495192307693, 126.99038461538461)","(37.60336538461539, 127.0)"
UJBDCCC,"(37.519230769230774, 127.0)","(37.52764423076923, 127.00961538461539)"
UJBDCCA,"(37.52764423076923, 127.0)","(37.53605769230769, 127.00961538461539)"
UJBDCCD,"(37.519230769230774, 127.00961538461539)","(37.52764423076923, 127.01923076923077)"
UJBDCCB,"(37.52764423076923, 127.00961538461539)","(37.53605769230769, 127.01923076923077)"
UKCCCCC,"(37.38461538461539, 127.07692307692308)","(37.39302884615385, 127.08653846153845)"
UKCCCCA,"(37.39302884615385, 127.07692307692308)","(37.40144230769231, 127.08653846153845)"
UKCCCCD,"(37.38461538461539, 127.08653846153845)","(37.39302884615385, 127.09615384615384)"
UKCCCCB,"(37.39302884615385, 127.08653846153845)","(37.40144230769231, 127.09615384615384)"
UKCCCDC,"(37.38461538461539, 127.09615384615384)","(37.39302884615385, 127.10576923076923)"
UKCCCDA,"(37.39302884615385, 127.09615384615384)","(37.40144230769231, 127.10576923076923)"
UKCCCDD,"(37.38461538461539, 127.10576923076923)","(37.39302884615385, 127.11538461538461)"
UKCCCDB,"(37.39302884615385, 127.10576923076923)","(37.40144230769231, 127.11538461538461)"
UKCCCBC,"(37.40144230769231, 127.09615384615384)","(37.409855769230774, 127.10576923076923)"
UKCCCBA,"(37.409855769230774, 127.09615384615384)","(37.41826923076923, 127.10576923076923)"
UKCCCBD,"(37.40144230769231, 127.10576923076923)","(37.409855769230774, 127.11538461538461)"
UKCCCBB,"(37.409855769230774, 127.10576923076923)","(37.41826923076923, 127.11538461538461)"
UKABDCC,"(37.58653846153847, 127.1923076923077)","(37.59495192307693, 127.20192307692307)"
UKABDCA,"(37.59495192307693, 127.1923076923077)","(37.60336538461539, 127.20192307692307)"
UKABDCD,"(37.58653846153847, 127.20192307692307)","(37.59495192307693, 127.21153846153845)"
UKABDCB,"(37.59495192307693, 127.20192307692307)","(37.60336538461539, 127.21153846153845)"
UKBABDC,"(37.62019230769231, 127.28846153846155)","(37.62860576923077, 127.29807692307693)"
UKBABDA,"(37.62860576923077, 127.28846153846155)","(37.637019230769226, 127.29807692307693)"
UKBABDD,"(37.62019230769231, 127.29807692307693)","(37.62860576923077, 127.3076923076923)"
UKBABDB,"(37.62860576923077, 127.29807692307693)","(37.637019230769226, 127.3076923076923)"
ULBBBBC,"(37.637019230769226, 127.67307692307693)","(37.64543269230769, 127.68269230769232)"
ULBBBBA,"(37.64543269230769, 127.67307692307693)","(37.65384615384615, 127.68269230769232)"
ULBBBBD,"(37.637019230769226, 127.68269230769232)","(37.64543269230769, 127.6923076923077)"
ULBBBBB,"(37.64543269230769, 127.68269230769232)","(37.65384615384615, 127.6923076923077)"
VJCCADC,"(37.6875, 126.78846153846155)","(37.69591346153846, 126.79807692307693)"
VJCCADA,"(37.69591346153846, 126.78846153846155)","(37.70432692307692, 126.79807692307693)"
VJCCADD,"(37.6875, 126.79807692307693)","(37.69591346153846, 126.80769230769232)"
VJCCADB,"(37.69591346153846, 126.79807692307693)","(37.70432692307692, 126.80769230769232)"
VJCCABC,"(37.70432692307692, 126.78846153846155)","(37.71274038461538, 126.79807692307693)"
VJCCABA,"(37.71274038461538, 126.78846153846155)","(37.72115384615384, 126.79807692307693)"
VJCCABD,"(37.70432692307692, 126.79807692307693)","(37.71274038461538, 126.80769230769232)"
VJCCABB,"(37.71274038461538, 126.79807692307693)","(37.72115384615384, 126.80769230769232)"
VJCCDBC,"(37.67067307692308, 126.8269230769231)","(37.67908653846154, 126.83653846153848)"
VJCCDBA,"(37.67908653846154, 126.8269230769231)","(37.6875, 126.83653846153848)"
VJCCDBD,"(37.67067307692308, 126.83653846153848)","(37.67908653846154, 126.84615384615385)"
VJCCDBB,"(37.67908653846154, 126.83653846153848)","(37.6875, 126.84615384615385)"
VJCCBCC,"(37.6875, 126.80769230769232)","(37.69591346153846, 126.81730769230771)"
VJCCBCA,"(37.69591346153846, 126.80769230769232)","(37.70432692307692, 126.81730769230771)"
VJCCBCD,"(37.6875, 126.81730769230771)","(37.69591346153846, 126.8269230769231)"
VJCCBCB,"(37.69591346153846, 126.81730769230771)","(37.70432692307692, 126.8269230769231)"
VJCCBDC,"(37.6875, 126.8269230769231)","(37.69591346153846, 126.83653846153848)"
VJCCBDA,"(37.69591346153846, 126.8269230769231)","(37.70432692307692, 126.83653846153848)"
VJCCBDD,"(37.6875, 126.83653846153848)","(37.69591346153846, 126.84615384615385)"
VJCCBDB,"(37.69591346153846, 126.83653846153848)","(37.70432692307692, 126.84615384615385)"
VJCACDC,"(37.72115384615384, 126.78846153846155)","(37.7295673076923, 126.79807692307693)"
VJCACDA,"(37.7295673076923, 126.78846153846155)","(37.73798076923076, 126.79807692307693)"
VJCACDD,"(37.72115384615384, 126.79807692307693)","(37.7295673076923, 126.80769230769232)"
VJCACDB,"(37.7295673076923, 126.79807692307693)","(37.73798076923076, 126.80769230769232)"
VJCDCCC,"(37.65384615384615, 126.84615384615385)","(37.66225961538461, 126.85576923076923)"
VJCDCCA,"(37.66225961538461, 126.84615384615385)","(37.67067307692308, 126.85576923076923)"
VJCDCCD,"(37.65384615384615, 126.85576923076923)","(37.66225961538461, 126.86538461538461)"
VJCDCCB,"(37.66225961538461, 126.85576923076923)","(37.67067307692308, 126.86538461538461)"
VJCDCAC,"(37.67067307692308, 126.84615384615385)","(37.67908653846154, 126.85576923076923)"
VJCDCAA,"(37.67908653846154, 126.84615384615385)","(37.6875, 126.85576923076923)"
VJCDCAD,"(37.67067307692308, 126.85576923076923)","(37.67908653846154, 126.86538461538461)"
VJCDCAB,"(37.67908653846154, 126.85576923076923)","(37.6875, 126.86538461538461)"
VKDDDBC,"(37.67067307692308, 127.36538461538461)","(37.67908653846154, 127.375)"
VKDDDBA,"(37.67908653846154, 127.36538461538461)","(37.6875, 127.375)"
VKDDDBD,"(37.67067307692308, 127.375)","(37.67908653846154, 127.38461538461539)"
VKDDDBB,"(37.67908653846154, 127.375)","(37.6875, 127.38461538461539)"
VKDDBDC,"(37.6875, 127.36538461538461)","(37.69591346153846, 127.375)"
